,lat_centroid,lon_centroid,year,month
29685,38.70240607387267,-87.07204460457888,2012,9
29686,38.70240607387267,-87.07204460457888,2012,10
29701,38.70240607387267,-87.07204460457888,2009,4
29702,38.70240607387267,-87.07204460457888,2009,5
29703,38.70240607387267,-87.07204460457888,2009,6
29707,38.70240607387267,-87.07204460457888,2009,10
29708,38.70240607387267,-87.07204460457888,2008,4
29714,38.70240607387267,-87.07204460457888,2008,10
29719,38.70240607387267,-87.07204460457888,2007,8
29720,38.70240607387267,-87.07204460457888,2007,9
29721,38.70240607387267,-87.07204460457888,2007,10
29722,38.70240607387267,-87.07204460457888,2006,4
29723,38.70240607387267,-87.07204460457888,2006,5
29728,38.70240607387267,-87.07204460457888,2006,10
29743,38.70240607387267,-87.07204460457888,2003,5
29744,38.70240607387267,-87.07204460457888,2003,6
29745,38.70240607387267,-87.07204460457888,2003,7
29746,38.70240607387267,-87.07204460457888,2003,8
29749,38.70240607387267,-87.07204460457888,2002,4
29750,38.70240607387267,-87.07204460457888,2002,5
29751,38.70240607387267,-87.07204460457888,2002,6
29752,38.70240607387267,-87.07204460457888,2002,7
29753,38.70240607387267,-87.07204460457888,2002,8
29754,38.70240607387267,-87.07204460457888,2001,4
29755,38.70240607387267,-87.07204460457888,2001,5
29756,38.70240607387267,-87.07204460457888,2001,6
29757,38.70240607387267,-87.07204460457888,2001,7
29758,38.70240607387267,-87.07204460457888,2001,8
29759,38.70240607387267,-87.07204460457888,2001,9
29760,38.70240607387267,-87.07204460457888,2001,10
29761,38.70240607387267,-87.07204460457888,2000,4
29762,38.70240607387267,-87.07204460457888,2000,5
29763,38.70240607387267,-87.07204460457888,2000,6
29764,38.70240607387267,-87.07204460457888,2000,7
29765,38.70240607387267,-87.07204460457888,2000,8
29766,38.70240607387267,-87.07204460457888,2000,9
29767,38.70240607387267,-87.07204460457888,2000,10
29775,38.36427303649642,-86.87981142676438,2021,4
29776,38.36427303649642,-86.87981142676438,2021,5
29777,38.36427303649642,-86.87981142676438,2021,6
29778,38.36427303649642,-86.87981142676438,2021,7
29779,38.36427303649642,-86.87981142676438,2021,8
29780,38.36427303649642,-86.87981142676438,2021,9
29782,38.36427303649642,-86.87981142676438,2020,4
29783,38.36427303649642,-86.87981142676438,2020,5
29784,38.36427303649642,-86.87981142676438,2020,6
29785,38.36427303649642,-86.87981142676438,2020,7
29786,38.36427303649642,-86.87981142676438,2020,8
29787,38.36427303649642,-86.87981142676438,2020,9
29788,38.36427303649642,-86.87981142676438,2020,10
